assembly_name	original_file_name	taxid	organism_name	strain	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_016308345.1_ASM1630834v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308345.1_ASM1630834v1_genomic.gbff	36746	Pseudomonas_cichorii	Pcic4	74	73	100.00	1.35
GCF_016308305.1_ASM1630830v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308305.1_ASM1630830v1_genomic.gbff	317	Pseudomonas_syringae	Dom_ilknur	74	73	100.00	1.35
GCF_016403145.1_ASM1640314v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016403145.1_ASM1640314v1_genomic.gbff	358	Agrobacterium_tumefaciens	FDAARGOS_1048	74	74	100.00	0.00
GCF_016308315.1_ASM1630831v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016308315.1_ASM1630831v1_genomic.gbff	317	Pseudomonas_syringae	SeraOz_1_1r	74	73	100.00	1.35
GCF_016404885.1_ASM1640488v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016404885.1_ASM1640488v1_genomic.gbff	1089444	Dickeya_solani	CH9918-774	74	74	100.00	0.00
GCF_016446415.2_ASM1644641v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016446415.2_ASM1644641v2_genomic.gbff	552	Erwinia_amylovora	Ea1189	74	74	100.00	0.00
GCF_016404925.1_ASM1640492v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016404925.1_ASM1640492v1_genomic.gbff	1089444	Dickeya_solani	CH07044	74	74	100.00	0.00
GCF_016404945.1_ASM1640494v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016404945.1_ASM1640494v1_genomic.gbff	1089444	Dickeya_solani	CH9635-1	74	74	100.00	0.00
GCF_016404895.1_ASM1640489v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016404895.1_ASM1640489v1_genomic.gbff	1089444	Dickeya_solani	CH05026	74	74	100.00	0.00
GCF_016415585.1_ASM1641558v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016415585.1_ASM1641558v1_genomic.gbff	554	Pectobacterium_carotovorum	2A	74	74	100.00	0.00
GCF_016413685.1_ASM1641368v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016413685.1_ASM1641368v1_genomic.gbff	587851	Pseudomonas_chlororaphis_subsp_aureofaciens	SPS-41	74	73	100.00	1.35
GCF_016429285.1_ASM1642928v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016429285.1_ASM1642928v1_genomic.gbff	2795124	Ralstonia_sp_ASV6	ASV6	72	70	97.30	2.70
GCF_016464635.1_ASM1646463v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016464635.1_ASM1646463v1_genomic.gbff	701198	Pseudomonas_sp_P22	P22	74	73	100.00	1.35
GCF_016429135.1_ASM1642913v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016429135.1_ASM1642913v1_genomic.gbff	243969	Pseudomonas_sp_ASV14	ASV14	72	70	97.30	2.70
GCF_016495605.1_ASM1649560v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016495605.1_ASM1649560v1_genomic.gbff	346	Xanthomonas_citri	UnB-XtecTG02-2	74	74	100.00	0.00
GCF_016599575.1_ASM1659957v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016599575.1_ASM1659957v1_genomic.gbff	1176649	Agrobacterium_fabrum	GV2260	74	74	100.00	0.00
GCF_016599595.1_ASM1659959v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016599595.1_ASM1659959v1_genomic.gbff	1176649	Agrobacterium_fabrum	EHA105	74	74	100.00	0.00
GCF_016599655.1_ASM1659965v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016599655.1_ASM1659965v1_genomic.gbff	59511	Pseudomonas_syringae_pv_maculicola	MAFF 302723	74	73	100.00	1.35
GCF_016599635.1_ASM1659963v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016599635.1_ASM1659963v1_genomic.gbff	757414	Pseudomonas_cannabina_pv_alisalensis	MAFF 301419	74	73	100.00	1.35
GCF_016624545.1_S38_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016624545.1_S38_genomic.gbff	2769338	Erwinia_sp_S38	S38	74	74	100.00	0.00
GCF_016625125.1_S59_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016625125.1_S59_genomic.gbff	2769340	Erwinia_sp_S59	S59	74	73	100.00	1.35
GCF_016624745.1_S43_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016624745.1_S43_genomic.gbff	2769339	Erwinia_sp_S43	S43	74	74	100.00	0.00
GCF_016625195.1_S63_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016625195.1_S63_genomic.gbff	2769341	Erwinia_sp_S63	S63	74	73	100.00	1.35
GCF_016735085.1_ASM1673508v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016735085.1_ASM1673508v1_genomic.gbff	183795	Pseudomonas_mediterranea	EDOX	74	74	100.00	0.00
GCF_016742895.1_ASM1674289v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016742895.1_ASM1674289v1_genomic.gbff	554	Pectobacterium_carotovorum	NY1786A	72	72	97.30	0.00
GCF_016742935.1_ASM1674293v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016742935.1_ASM1674293v1_genomic.gbff	554	Pectobacterium_carotovorum	NY1767A	72	72	97.30	0.00
GCF_016743075.1_ASM1674307v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016743075.1_ASM1674307v1_genomic.gbff	1310168	Ralstonia_syzygii_subsp_celebesensis	UGMSS_Db01	72	71	97.30	2.70
GCF_016742905.1_ASM1674290v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016742905.1_ASM1674290v1_genomic.gbff	29471	Pectobacterium_atrosepticum	NY1720A	72	72	97.30	0.00
GCF_016792185.1_ASM1679218v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016792185.1_ASM1679218v1_genomic.gbff	48664	Xanthomonas_fragariae	Xf1431	74	74	100.00	0.00
GCF_016757375.1_ASM1675737v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016757375.1_ASM1675737v1_genomic.gbff	103796	Pseudomonas_syringae_pv_actinidiae	Guizhou_G1	74	73	100.00	1.35
GCF_016757335.1_ASM1675733v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016757335.1_ASM1675733v1_genomic.gbff	103796	Pseudomonas_syringae_pv_actinidiae	Guizhou_G40	74	73	100.00	1.35
GCF_016757395.1_ASM1675739v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016757395.1_ASM1675739v1_genomic.gbff	103796	Pseudomonas_syringae_pv_actinidiae	Guizhou_G25	74	73	100.00	1.35
GCF_016757345.1_ASM1675734v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016757345.1_ASM1675734v1_genomic.gbff	103796	Pseudomonas_syringae_pv_actinidiae	Guizhou_G35	74	73	100.00	1.35
GCF_016757635.1_ASM1675763v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016757635.1_ASM1675763v1_genomic.gbff	86192	Pseudomonas_chlororaphis_subsp_aurantiaca	YS21	74	73	100.00	1.35
GCF_016792245.1_ASM1679224v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016792245.1_ASM1679224v1_genomic.gbff	48664	Xanthomonas_fragariae	Xf100	74	74	100.00	0.00
GCF_016801615.1_ASM1680161v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016801615.1_ASM1680161v1_genomic.gbff	611301	Xanthomonas_citri_pv_citri	DAR84832	74	74	100.00	0.00
GCF_016801635.1_ASM1680163v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016801635.1_ASM1680163v1_genomic.gbff	611301	Xanthomonas_citri_pv_citri	DAR73886	74	74	100.00	0.00
GCF_016801675.1_ASM1680167v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016801675.1_ASM1680167v1_genomic.gbff	611301	Xanthomonas_citri_pv_citri	DAR72029	74	74	100.00	0.00
GCF_016801655.1_ASM1680165v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016801655.1_ASM1680165v1_genomic.gbff	611301	Xanthomonas_citri_pv_citri	DAR73889	74	74	100.00	0.00
GCF_016801695.1_ASM1680169v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016801695.1_ASM1680169v1_genomic.gbff	611301	Xanthomonas_citri_pv_citri	DAR73909	74	74	100.00	0.00
GCF_016803175.1_2206_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016803175.1_2206_genomic.gbff	59511	Pseudomonas_syringae_pv_maculicola	SUPP 2206	74	73	100.00	1.35
GCF_016803195.1_2769_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016803195.1_2769_genomic.gbff	757414	Pseudomonas_cannabina_pv_alisalensis	MAFF 106156	74	73	100.00	1.35
GCF_016803445.1_ASM1680344v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016803445.1_ASM1680344v1_genomic.gbff	587753	Pseudomonas_chlororaphis	DSM 50083	74	73	100.00	1.35
GCF_016864515.1_ASM1686451v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016864515.1_ASM1686451v1_genomic.gbff	1176649	Agrobacterium_fabrum	BG5	74	74	100.00	0.00
GCF_016864595.1_ASM1686459v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016864595.1_ASM1686459v1_genomic.gbff	359	Agrobacterium_rhizogenes	LBA9402	74	72	100.00	2.70
GCF_016900975.1_ASM1690097v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016900975.1_ASM1690097v1_genomic.gbff	2768071	Clavibacter_zhangzhiyongii	DM3	60	60	81.08	0.00
GCF_016864975.1_ASM1686497v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016864975.1_ASM1686497v1_genomic.gbff	180957	Pectobacterium_brasiliense	ZLMLSHJ5	74	74	100.00	0.00
GCF_016864935.1_ASM1686493v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016864935.1_ASM1686493v1_genomic.gbff	1905730	Pectobacterium_parmentieri	QK-5	74	74	100.00	0.00
GCF_016864995.1_ASM1686499v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016864995.1_ASM1686499v1_genomic.gbff	554	Pectobacterium_carotovorum	XP-13	72	72	97.30	0.00
GCF_016907085.1_ASM1690708v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016907085.1_ASM1690708v1_genomic.gbff	28447	Clavibacter_michiganensis	PvP098	74	72	100.00	2.70
GCF_016907095.1_ASM1690709v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016907095.1_ASM1690709v1_genomic.gbff	28447	Clavibacter_michiganensis	PvP097	74	74	100.00	0.00
GCF_016907335.1_ASM1690733v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016907335.1_ASM1690733v1_genomic.gbff	150122	Curtobacterium_herbarum	DSM 14013	74	74	100.00	0.00
GCF_016905965.1_ASM1690596v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016905965.1_ASM1690596v1_genomic.gbff	1828	Rhodococcus_fascians	BP-96	74	72	100.00	2.70
GCF_016903635.1_ASM1690363v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016903635.1_ASM1690363v1_genomic.gbff	380021	Pseudomonas_protegens	PBL3	74	73	100.00	1.35
GCF_016907595.1_ASM1690759v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016907595.1_ASM1690759v1_genomic.gbff	33881	Curtobacterium_luteum	DSM 20542	74	74	100.00	0.00
GCF_016925595.1_ASM1692559v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016925595.1_ASM1692559v1_genomic.gbff	2804758	Curtobacterium_sp_24E2	24E2	63	63	85.14	0.00
GCF_016944255.1_ASM1694425v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016944255.1_ASM1694425v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4132 NAK:239	74	72	100.00	2.70
GCF_016944295.1_ASM1694429v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016944295.1_ASM1694429v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4065 NAK:223	74	74	100.00	0.00
GCF_016944275.1_ASM1694427v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016944275.1_ASM1694427v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4071 NAK:240	74	74	100.00	0.00
GCF_016944315.1_ASM1694431v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016944315.1_ASM1694431v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4062 NAK:237	74	74	100.00	0.00
GCF_016944555.1_ASM1694455v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016944555.1_ASM1694455v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4057 NAK:249	74	74	100.00	0.00
GCF_016944615.1_ASM1694461v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016944615.1_ASM1694461v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3649 NAK:375	74	74	100.00	0.00
GCF_016949035.1_ASM1694903v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949035.1_ASM1694903v1_genomic.gbff	2488639	Pectobacterium_versatile	NAK:94 PCC:163	74	74	100.00	0.00
GCF_016949055.1_ASM1694905v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949055.1_ASM1694905v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:468	74	74	100.00	0.00
GCF_016949075.1_ASM1694907v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949075.1_ASM1694907v1_genomic.gbff	2488639	Pectobacterium_versatile	IPO:0139 NAK:93 PCC:139	74	74	100.00	0.00
GCF_016949085.1_ASM1694908v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949085.1_ASM1694908v1_genomic.gbff	2204145	Pectobacterium_aquaticum	NAK:467	74	74	100.00	0.00
GCF_016949095.1_ASM1694909v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949095.1_ASM1694909v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:470	74	74	100.00	0.00
GCF_016949145.1_ASM1694914v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949145.1_ASM1694914v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:432	74	74	100.00	0.00
GCF_016949135.1_ASM1694913v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949135.1_ASM1694913v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:434	74	74	100.00	0.00
GCF_016949195.1_ASM1694919v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949195.1_ASM1694919v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:435	74	74	100.00	0.00
GCF_016949155.1_ASM1694915v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949155.1_ASM1694915v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:466	74	74	100.00	0.00
GCF_016949215.1_ASM1694921v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949215.1_ASM1694921v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:433	74	74	100.00	0.00
GCF_016949235.1_ASM1694923v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949235.1_ASM1694923v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:430	74	74	100.00	0.00
GCF_016949255.1_ASM1694925v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949255.1_ASM1694925v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4131 NAK:399 JGAR:16 180717-4	74	74	100.00	0.00
GCF_016949295.1_ASM1694929v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949295.1_ASM1694929v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:396	74	74	100.00	0.00
GCF_016949315.1_ASM1694931v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949315.1_ASM1694931v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:397	74	74	100.00	0.00
GCF_016949335.1_ASM1694933v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949335.1_ASM1694933v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4135 NAK:383	74	74	100.00	0.00
GCF_016949345.1_ASM1694934v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949345.1_ASM1694934v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:385	74	74	100.00	0.00
GCF_016949355.1_ASM1694935v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949355.1_ASM1694935v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:384	74	74	100.00	0.00
GCF_016949515.1_ASM1694951v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949515.1_ASM1694951v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4056 NAK:264 GBBC:1756	74	74	100.00	0.00
GCF_016949655.1_ASM1694965v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949655.1_ASM1694965v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4066 NAK:259	74	74	100.00	0.00
GCF_016949435.1_ASM1694943v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949435.1_ASM1694943v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3709 NAK:379 112-1c	74	74	100.00	0.00
GCF_016949695.1_ASM1694969v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949695.1_ASM1694969v1_genomic.gbff	2042057	Pectobacterium_polaris	IPO:4059 NAK:253	74	74	100.00	0.00
GCF_016949705.1_ASM1694970v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949705.1_ASM1694970v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:254	74	74	100.00	0.00
GCF_016949735.1_ASM1694973v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949735.1_ASM1694973v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:252	74	74	100.00	0.00
GCF_016949775.1_ASM1694977v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949775.1_ASM1694977v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:250	74	74	100.00	0.00
GCF_016949795.1_ASM1694979v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949795.1_ASM1694979v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4073 NAK:248	74	74	100.00	0.00
GCF_016949835.1_ASM1694983v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949835.1_ASM1694983v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:243	74	74	100.00	0.00
GCF_016949855.1_ASM1694985v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949855.1_ASM1694985v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:245	74	74	100.00	0.00
GCF_016949915.1_ASM1694991v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949915.1_ASM1694991v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4058 NAK:235	74	74	100.00	0.00
GCF_016949885.1_ASM1694988v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949885.1_ASM1694988v1_genomic.gbff	180957	Pectobacterium_brasiliense	NAK:241	74	74	100.00	0.00
GCF_016949935.1_ASM1694993v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949935.1_ASM1694993v1_genomic.gbff	2042057	Pectobacterium_polaris	NAK:226	74	74	100.00	0.00
GCF_016949975.1_ASM1694997v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949975.1_ASM1694997v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4068 NAK:256	74	74	100.00	0.00
GCF_016949955.1_ASM1694995v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949955.1_ASM1694995v1_genomic.gbff	2488639	Pectobacterium_versatile	NAK:227	74	74	100.00	0.00
GCF_016949995.1_ASM1694999v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016949995.1_ASM1694999v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4055 NAK:152 GBBC:1819	74	74	100.00	0.00
GCF_016950015.1_ASM1695001v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950015.1_ASM1695001v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4067 NAK:257	74	74	100.00	0.00
GCF_016950155.1_ASM1695015v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950155.1_ASM1695015v1_genomic.gbff	2108399	Pectobacterium_punjabense	IPO:3715 SV1490b	74	74	100.00	0.00
GCF_016950075.1_ASM1695007v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950075.1_ASM1695007v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3844 NAK:382 JGAR:12	74	74	100.00	0.00
GCF_016950175.1_ASM1695017v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950175.1_ASM1695017v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3630	74	73	100.00	1.35
GCF_016950085.1_ASM1695008v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950085.1_ASM1695008v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:4064 NAK:242	74	74	100.00	0.00
GCF_016950185.1_ASM1695018v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950185.1_ASM1695018v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3644	72	72	97.30	0.00
GCF_016950195.1_ASM1695019v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950195.1_ASM1695019v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3628	74	74	100.00	0.00
GCF_016950225.1_ASM1695022v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950225.1_ASM1695022v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3643	74	74	100.00	0.00
GCF_016950255.1_ASM1695025v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950255.1_ASM1695025v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3540 CFBP:6617 ATCC:BAA-417 IBSBF:1692	74	74	100.00	0.00
GCF_016950275.1_ASM1695027v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950275.1_ASM1695027v1_genomic.gbff	1905730	Pectobacterium_parmentieri	IPO:1955	74	74	100.00	0.00
GCF_016950285.1_ASM1695028v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950285.1_ASM1695028v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:0821 SCRI:133	74	74	100.00	0.00
GCF_016950315.1_ASM1695031v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016950315.1_ASM1695031v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:0590	74	74	100.00	0.00
GCF_017161545.1_ASM1716154v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_017161545.1_ASM1716154v1_genomic.gbff	552	Erwinia_amylovora	17-2187	74	74	100.00	0.00
GCF_017161565.1_ASM1716156v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_017161565.1_ASM1716156v1_genomic.gbff	552	Erwinia_amylovora	ATCC 15580	74	74	100.00	0.00
GCF_016988595.1_ASM1698859v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_016988595.1_ASM1698859v1_genomic.gbff	180957	Pectobacterium_brasiliense	IPO:3649 NAK:55	74	74	100.00	0.00
